x,y
0.0005,-6.87E-05
0.000505,-0.031607208
0.00051,-0.062878848
0.000515,-0.094312956
0.00052,-0.125882746
0.000525,-0.157104665
0.00053,-0.188086042
0.000535,-0.218830004
0.00054,-0.249362528
0.000545,-0.279865691
0.00055,-0.309949001
0.000555,-0.339572744
0.00056,-0.36893977
0.000565,-0.39823595
0.00057,-0.426844463
0.000575,-0.455215312
0.00058,-0.48261426
0.000585,-0.510084443
0.00059,-0.536921765
0.000595,-0.563156536
0.0006,-0.588673052
0.000605,-0.61389134
0.00061,-0.638192263
0.000615,-0.661975021
0.00062,-0.68521865
0.000625,-0.707747347
0.00063,-0.72946486
0.000635,-0.750605884
0.00064,-0.770785771
0.000645,-0.790551009
0.00065,-0.809306024
0.000655,-0.827076385
0.00066,-0.844393009
0.000665,-0.860717063
0.00067,-0.876142685
0.000675,-0.890781038
0.00068,-0.904654471
0.000685,-0.917489462
0.00069,-0.929460796
0.000695,-0.940369843
0.0007,-0.950550989
0.000705,-0.959659608
0.00071,-0.967921559
0.000715,-0.975198482
0.00072,-0.981494169
0.000725,-0.986963667
0.00073,-0.991238485
0.000735,-0.994727719
0.00074,-0.997263888
0.000745,-0.998552283
0.00075,-0.999052815
0.000755,-0.998583188
0.00076,-0.996945862
0.000765,-0.994604257
0.00077,-0.991311296
0.000775,-0.986767605
0.00078,-0.9814614
0.000785,-0.97527462
0.00079,-0.967905632
0.000795,-0.959538249
0.0008,-0.95047058
0.000805,-0.940237927
0.00081,-0.929178131
0.000815,-0.917212602
0.00082,-0.904354213
0.000825,-0.890770859
0.00083,-0.876093143
0.000835,-0.860774247
0.00084,-0.844247256
0.000845,-0.827288447
0.00085,-0.809366655
0.000855,-0.790490987
0.00086,-0.770970368
0.000865,-0.750505999
0.00087,-0.729505203
0.000875,-0.707611577
0.00088,-0.685302153
0.000885,-0.662104044
0.00089,-0.638194487
0.000895,-0.613758817
0.0009,-0.588693248
0.000905,-0.563161528
0.00091,-0.537019665
0.000915,-0.510060681
0.00092,-0.482734982
0.000925,-0.454949488
0.00093,-0.426754268
0.000935,-0.398055905
0.00094,-0.368996932
0.000945,-0.33964111
0.00095,-0.309964637
0.000955,-0.280085045
0.00096,-0.249455166
0.000965,-0.2189749
0.00097,-0.187943807
0.000975,-0.156860372
0.00098,-0.125901657
0.000985,-0.094323727
0.00099,-0.063176831
0.000995,-0.03151574
0.001,0.000120348
0.001005,0.031424393
0.00101,0.062985275
0.001015,0.09433499
0.00102,0.125883553
0.001025,0.156819006
0.00103,0.188145453
0.001035,0.218873132
0.00104,0.249514192
0.001045,0.279730828
0.00105,0.309844883
0.001055,0.339511798
0.00106,0.369291523
0.001065,0.398334898
0.00107,0.426876598
0.001075,0.454925002
0.00108,0.482907092
0.001085,0.510043115
0.00109,0.536871311
0.001095,0.562983979
0.0011,0.58880255
0.001105,0.613937441
0.00111,0.638124369
0.001115,0.662084744
0.00112,0.685323084
0.001125,0.70781742
0.00113,0.729602878
0.001135,0.750468347
0.00114,0.770954743
0.001145,0.790321527
0.00115,0.809341709
0.001155,0.827158339
0.00116,0.844645751
0.001165,0.860833178
0.00117,0.876366204
0.001175,0.890810554
0.00118,0.904644448
0.001185,0.917381755
0.00119,0.929248229
0.001195,0.940411303
0.0012,0.95054818
0.001205,0.959714481
0.00121,0.967796332
0.001215,0.975124842
0.00122,0.98151535
0.001225,0.986828869
0.00123,0.991236732
0.001235,0.994733534
0.00124,0.997227711
0.001245,0.99877666
0.00125,0.999082051
0.001255,0.9987768
0.00126,0.997107093
0.001265,0.994737932
0.00127,0.991235856
0.001275,0.986959074
0.00128,0.981680234
0.001285,0.974993041
0.00129,0.967797569
0.001295,0.959603285
0.0013,0.950463315
0.001305,0.940491087
0.00131,0.929613735
0.001315,0.917373127
0.00132,0.904641306
0.001325,0.890790182
0.00133,0.876156262
0.001335,0.860596181
0.00134,0.844439524
0.001345,0.82703951
0.00135,0.809128215
0.001355,0.790414028
0.00136,0.770736251
0.001365,0.750685107
0.00137,0.729494705
0.001375,0.707560895
0.00138,0.685293551
0.001385,0.662100654
0.00139,0.638310799
0.001395,0.613793881
0.0014,0.588619277
0.001405,0.562977419
0.00141,0.536773834
0.001415,0.510035563
0.00142,0.48282855
0.001425,0.455028422
0.00143,0.426845151
0.001435,0.398208682
0.00144,0.369127273
0.001445,0.339539124
0.00145,0.309904818
0.001455,0.279838835
0.00146,0.24958077
0.001465,0.218742609
0.00147,0.188049724
0.001475,0.15716459
0.00148,0.125582606
0.001485,0.094320648
0.00149,0.062906874
0.001495,0.031736973
0.0015,-6.00E-05
0.001505,-0.031609299
0.00151,-0.062829851
0.001515,-0.094495775
0.00152,-0.125749339
0.001525,-0.156966075
0.00153,-0.187877861
0.001535,-0.218697035
0.00154,-0.24942579
0.001545,-0.279818914
0.00155,-0.309885317
0.001555,-0.339790394
0.00156,-0.369091408
0.001565,-0.3981746
0.00157,-0.426753523
0.001575,-0.455043975
0.00158,-0.482768438
0.001585,-0.510023307
0.00159,-0.536833164
0.001595,-0.563159945
0.0016,-0.588585042
0.001605,-0.613880709
0.00161,-0.638140748
0.001615,-0.662212384
0.00162,-0.685181313
0.001625,-0.707549097
0.00163,-0.729514853
0.001635,-0.750529888
0.00164,-0.770982978
0.001645,-0.790329788
0.00165,-0.809230959
0.001655,-0.82710693
0.00166,-0.844311413
0.001665,-0.860488398
0.00167,-0.876222973
0.001675,-0.890910442
0.00168,-0.904541024
0.001685,-0.917405006
0.00169,-0.929227593
0.001695,-0.940201373
0.0017,-0.950482615
0.001705,-0.959430915
0.00171,-0.968006217
0.001715,-0.975306171
0.00172,-0.981356457
0.001725,-0.986735886
0.00173,-0.991443606
0.001735,-0.994594005
0.00174,-0.997263441
0.001745,-0.99863008
0.00175,-0.999035241
0.001755,-0.998519944
0.00176,-0.997120584
0.001765,-0.994725942
0.00177,-0.991249435
0.001775,-0.986776803
0.00178,-0.98146177
0.001785,-0.975195622
0.00179,-0.968087214
0.001795,-0.959679245
0.0018,-0.950590921
0.001805,-0.940409946
0.00181,-0.929545987
0.001815,-0.917469823
0.00182,-0.904579692
0.001825,-0.890974562
0.00183,-0.876174632
0.001835,-0.860614952
0.00184,-0.844254291
0.001845,-0.8271964
0.00185,-0.809185259
0.001855,-0.790617844
0.00186,-0.77103215
0.001865,-0.750451019
0.00187,-0.729554235
0.001875,-0.707742728
0.00188,-0.685119817
0.001885,-0.662006242
0.00189,-0.638353687
0.001895,-0.613861958
0.0019,-0.588770579
0.001905,-0.563298687
0.00191,-0.536932802
0.001915,-0.510131736
0.00192,-0.482908923
0.001925,-0.455055254
0.00193,-0.426638492
0.001935,-0.398130253
0.00194,-0.369340893
0.001945,-0.339609721
0.00195,-0.310038343
0.001955,-0.280034228
0.00196,-0.249662078
0.001965,-0.218940708
0.00197,-0.187994994
0.001975,-0.157092421
0.00198,-0.125587607
0.001985,-0.094419938
0.00199,-0.063171142
0.001995,-0.031472281
0.002,0.000112446
0.002005,0.031425534
0.00201,0.063155506
0.002015,0.09447716
0.00202,0.12582286
0.002025,0.156966425
0.00203,0.18805458
0.002035,0.218983725
0.00204,0.249436376
0.002045,0.279638339
0.00205,0.309944277
0.002055,0.339801763
0.00206,0.369084174
0.002065,0.398407839
0.00207,0.426872848
0.002075,0.45495735
0.00208,0.482760044
0.002085,0.510156551
0.00209,0.536715753
0.002095,0.563055858
0.0021,0.588727787
0.002105,0.61380349
0.00211,0.638297261
0.002115,0.662003898
0.00212,0.685346231
0.002125,0.707822594
0.00213,0.729606062
0.002135,0.750540405
0.00214,0.770954356
0.002145,0.790495066
0.00215,0.809075767
0.002155,0.827160338
0.00216,0.844462759
0.002165,0.860699738
0.00217,0.876058759
0.002175,0.890801512
0.00218,0.904682307
0.002185,0.917355133
0.00219,0.929304693
0.002195,0.940027366
0.0022,0.950442282
0.002205,0.959692271
0.00221,0.967844487
0.002215,0.975030585
0.00222,0.981569985
0.002225,0.986858077
0.00223,0.99136479
0.002235,0.994711235
0.00224,0.99728256
0.002245,0.998639617
0.00225,0.999137951
0.002255,0.998455078
0.00226,0.997133113
0.002265,0.994624625
0.00227,0.991196056
0.002275,0.986777953
0.00228,0.981476034
0.002285,0.975146302
0.00229,0.967891068
0.002295,0.959550008
0.0023,0.950437974
0.002305,0.940253471
0.00231,0.929481812
0.002315,0.917247969
0.00232,0.904287954
0.002325,0.890823867
0.00233,0.876112269
0.002335,0.86079242
0.00234,0.84426506
0.002345,0.827144142
0.00235,0.80929236
0.002355,0.790320326
0.00236,0.771083105
0.002365,0.750594387
0.00237,0.729500408
0.002375,0.707690905
0.00238,0.685255723
0.002385,0.662095722
0.00239,0.63820129
0.002395,0.613736979
0.0024,0.588705459
0.002405,0.563061391
0.00241,0.53678288
0.002415,0.509984661
0.00242,0.482775071
0.002425,0.455092645
0.00243,0.426823269
0.002435,0.398264817
0.00244,0.369183584
0.002445,0.339807563
0.00245,0.309857502
0.002455,0.27970695
0.00246,0.249581467
0.002465,0.218947672
0.00247,0.188029768
0.002475,0.15691445
0.00248,0.125770616
0.002485,0.094463773
0.00249,0.063070506
0.002495,0.031529614
0.0025,8.26E-05
0.002505,-0.031361104
0.00251,-0.063142285
0.002515,-0.094425093
0.00252,-0.125605655
0.002525,-0.157062595
0.00253,-0.187962257
0.002535,-0.218914996
0.00254,-0.249314623
0.002545,-0.280053732
0.00255,-0.309737031
0.002555,-0.339835797
0.00256,-0.369098709
0.002565,-0.398214786
0.00257,-0.426953952
0.002575,-0.45487474
0.00258,-0.482552541
0.002585,-0.509981398
0.00259,-0.537093215
0.002595,-0.563108579
0.0026,-0.588810685
0.002605,-0.613705351
0.00261,-0.638331764
0.002615,-0.662040298
0.00262,-0.685420306
0.002625,-0.70777175
0.00263,-0.729540581
0.002635,-0.750640145
0.00264,-0.770883798
0.002645,-0.790256656
0.00265,-0.809299839
0.002655,-0.827154638
0.00266,-0.844320991
0.002665,-0.860445599
0.00267,-0.876162359
0.002675,-0.890850451
0.00268,-0.904450606
0.002685,-0.917390854
0.00269,-0.929309898
0.002695,-0.940385556
0.0027,-0.950315515
0.002705,-0.959647426
0.00271,-0.967921056
0.002715,-0.97508044
0.00272,-0.981468468
0.002725,-0.986900069
0.00273,-0.991227176
0.002735,-0.994675481
0.00274,-0.997190118
0.002745,-0.99873553
0.00275,-0.999075348
0.002755,-0.998648107
0.00276,-0.9973118
0.002765,-0.99473524
0.00277,-0.991294417
0.002775,-0.986794719
0.00278,-0.981403919
0.002785,-0.975208539
0.00279,-0.967934366
0.002795,-0.959601951
0.0028,-0.950574785
0.002805,-0.940216996
0.00281,-0.929426411
0.002815,-0.917645935
0.00282,-0.904515128
0.002825,-0.890829472
0.00283,-0.876135099
0.002835,-0.860558497
0.00284,-0.844348338
0.002845,-0.82731274
0.00285,-0.80936067
0.002855,-0.790552339
0.00286,-0.77107739
0.002865,-0.750775489
0.00287,-0.729403622
0.002875,-0.707816754
0.00288,-0.685146634
0.002885,-0.662073723
0.00289,-0.638361711
0.002895,-0.613889952
0.0029,-0.588722483
0.002905,-0.563202839
0.00291,-0.536765244
0.002915,-0.510099294
0.00292,-0.482807823
0.002925,-0.455182949
0.00293,-0.426862547
0.002935,-0.398122009
0.00294,-0.369197371
0.002945,-0.339787811
0.00295,-0.309772879
0.002955,-0.279992782
0.00296,-0.249609949
0.002965,-0.218890394
0.00297,-0.187917534
0.002975,-0.156955761
0.00298,-0.125654583
0.002985,-0.094512049
0.00299,-0.063067817
0.002995,-0.031471043
0.003,-6.64E-05
0.003005,0.031619759
0.00301,0.062920242
0.003015,0.094460098
0.00302,0.125752518
0.003025,0.156962766
0.00303,0.188038439
0.003035,0.218682586
0.00304,0.249429228
0.003045,0.279735319
0.00305,0.310132849
0.003055,0.339667605
0.00306,0.369234091
0.003065,0.398190643
0.00307,0.426803043
0.003075,0.454983148
0.00308,0.482734985
0.003085,0.50997915
0.00309,0.536844331
0.003095,0.563188627
0.0031,0.588711695
0.003105,0.613814552
0.00311,0.638126716
0.003115,0.662176908
0.00312,0.685278368
0.003125,0.707868522
0.00313,0.729593212
0.003135,0.750503658
0.00314,0.771020169
0.003145,0.790400264
0.00315,0.809290903
0.003155,0.827252516
0.00316,0.844232167
0.003165,0.860584931
0.00317,0.876150165
0.003175,0.890880825
0.00318,0.904579197
0.003185,0.917397812
0.00319,0.929385483
0.003195,0.940249945
0.0032,0.950390739
0.003205,0.959638187
0.00321,0.96782164
0.003215,0.975010422
0.00322,0.981322919
0.003225,0.9868894
0.00323,0.991201706
0.003235,0.994847054
0.00324,0.997295093
0.003245,0.998638134
0.00325,0.998983946
0.003255,0.998603854
0.00326,0.997092322
0.003265,0.994445268
0.00327,0.991281351
0.003275,0.98691249
0.00328,0.981578585
0.003285,0.975128116
0.00329,0.967783267
0.003295,0.959731893
0.0033,0.950441065
0.003305,0.940384781
0.00331,0.929231697
0.003315,0.917293665
0.00332,0.904587993
0.003325,0.890946732
0.00333,0.876098726
0.003335,0.860796568
0.00334,0.84431386
0.003345,0.827228843
0.00335,0.808955921
0.003355,0.790427456
0.00336,0.770876277
0.003365,0.750650709
0.00337,0.729637894
0.003375,0.707760262
0.00338,0.685363939
0.003385,0.662134466
0.00339,0.638239003
0.003395,0.613746347
0.0034,0.58888504
0.003405,0.563092395
0.00341,0.536925752
0.003415,0.509947786
0.00342,0.482709329
0.003425,0.455176527
0.00343,0.426763818
0.003435,0.398216212
0.00344,0.36915277
0.003445,0.33976366
0.00345,0.309938215
0.003455,0.279832755
0.00346,0.249569387
0.003465,0.218607969
0.00347,0.1881104
0.003475,0.156942427
0.00348,0.125726649
0.003485,0.094501294
0.00349,0.063062159
0.003495,0.031440066
0.0035,-9.94E-05
0.003505,-0.031515972
0.00351,-0.062928488
0.003515,-0.094499629
0.00352,-0.125609067
0.003525,-0.156921762
0.00353,-0.187946052
0.003535,-0.218952944
0.00354,-0.24957537
0.003545,-0.279767749
0.00355,-0.309993987
0.003555,-0.339585034
0.00356,-0.36922832
0.003565,-0.398180689
0.00357,-0.426800252
0.003575,-0.455123006
0.00358,-0.482825595
0.003585,-0.510064966
0.00359,-0.537065457
0.003595,-0.563333621
0.0036,-0.588709782
0.003605,-0.613856158
0.00361,-0.638212327
0.003615,-0.662026414
0.00362,-0.685240922
0.003625,-0.707714119
0.00363,-0.729598903
0.003635,-0.750572451
0.00364,-0.771039921
0.003645,-0.790410202
0.00365,-0.809222379
0.003655,-0.827239449
0.00366,-0.844406984
0.003665,-0.860541532
0.00367,-0.876096592
0.003675,-0.890758916
0.00368,-0.904506536
0.003685,-0.917407797
0.00369,-0.929261174
0.003695,-0.940340216
0.0037,-0.95053844
0.003705,-0.959618362
0.00371,-0.96771066
0.003715,-0.975133355
0.00372,-0.981657712
0.003725,-0.986844929
0.00373,-0.991161475
0.003735,-0.994601262
0.00374,-0.997272299
0.003745,-0.998575288
0.00375,-0.999099347
0.003755,-0.998684028
0.00376,-0.997207507
0.003765,-0.994710987
0.00377,-0.991313692
0.003775,-0.986679789
0.00378,-0.981334715
0.003785,-0.975297346
0.00379,-0.967961668
0.003795,-0.959740901
0.0038,-0.950453737
0.003805,-0.940383392
0.00381,-0.929352807
0.003815,-0.917325416
0.00382,-0.904471872
0.003825,-0.890731505
0.00383,-0.876142446
0.003835,-0.860690102
0.00384,-0.844388089
0.003845,-0.82720444
0.00385,-0.809142301
0.003855,-0.790612487
0.00386,-0.770881548
0.003865,-0.750489531
0.00387,-0.729645446
0.003875,-0.707618532
0.00388,-0.685118766
0.003885,-0.661961019
0.00389,-0.638189646
0.003895,-0.613795879
0.0039,-0.588837563
0.003905,-0.563100053
0.00391,-0.536751658
0.003915,-0.509964473
0.00392,-0.482874558
0.003925,-0.455019906
0.00393,-0.426785577
0.003935,-0.398132041
0.00394,-0.369065402
0.003945,-0.339667584
0.00395,-0.309993633
0.003955,-0.279803037
0.00396,-0.249481294
0.003965,-0.218718799
0.00397,-0.187747318
0.003975,-0.156938462
0.00398,-0.125700999
0.003985,-0.094236088
0.00399,-0.062983846
0.003995,-0.031516852
0.004,-3.45E-05
0.004005,0.031529339
0.00401,0.062928386
0.004015,0.094470802
0.00402,0.125780496
0.004025,0.156958232
0.00403,0.188215402
0.004035,0.219043771
0.00404,0.249524565
0.004045,0.279965284
0.00405,0.309981416
0.004055,0.339612073
0.00406,0.369113444
0.004065,0.39802391
0.00407,0.426802465
0.004075,0.45486428
0.00408,0.482724995
0.004085,0.510123273
0.00409,0.536741616
0.004095,0.563012974
0.0041,0.588724765
0.004105,0.613727876
0.00411,0.638451778
0.004115,0.662050146
0.00412,0.685212987
0.004125,0.707868531
0.00413,0.729689528
0.004135,0.750680698
0.00414,0.770945558
0.004145,0.790406634
0.00415,0.809230833
0.004155,0.827264556
0.00416,0.84441555
0.004165,0.86060157
0.00417,0.876080158
0.004175,0.890858886
0.00418,0.904526751
0.004185,0.91736433
0.00419,0.929197857
0.004195,0.940323603
0.0042,0.950458058
0.004205,0.959563168
0.00421,0.968048709
0.004215,0.975232424
0.00422,0.981596917
0.004225,0.986914403
0.00423,0.991273388
0.004235,0.994703916
0.00424,0.997074582
0.004245,0.99846539
0.00425,0.99914666
0.004255,0.998467363
0.00426,0.997056486
0.004265,0.994674904
0.00427,0.991517221
0.004275,0.986706828
0.00428,0.981319737
0.004285,0.975424913
0.00429,0.967802919
0.004295,0.959550706
0.0043,0.950583611
0.004305,0.940293873
0.00431,0.929217863
0.004315,0.917460582
0.00432,0.904494489
0.004325,0.890532173
0.00433,0.876351766
0.004335,0.860677682
0.00434,0.844426125
0.004345,0.827051006
0.00435,0.808942233
0.004355,0.790389895
0.00436,0.77084761
0.004365,0.750524543
0.00437,0.729516407
0.004375,0.707685698
0.00438,0.685279367
0.004385,0.662024668
0.00439,0.638238971
0.004395,0.613823156
0.0044,0.588678612
0.004405,0.563060685
0.00441,0.536923577
0.004415,0.510100581
0.00442,0.482821128
0.004425,0.454947732
0.00443,0.426644017
0.004435,0.397991757
0.00444,0.369131264
0.004445,0.339859409
0.00445,0.309818987
0.004455,0.279780796
0.00446,0.249634666
0.004465,0.218773338
0.00447,0.187823469
0.004475,0.15703258
0.00448,0.125550841
0.004485,0.094569054
0.00449,0.062959446
0.004495,0.031455306
0.0045,-3.16E-05
0.004505,-0.031350764
0.00451,-0.062962047
0.004515,-0.094430638
0.00452,-0.125795213
0.004525,-0.156869211
0.00453,-0.187975558
0.004535,-0.21884491
0.00454,-0.249452536
0.004545,-0.279994662
0.00455,-0.309791615
0.004555,-0.339479268
0.00456,-0.369267346
0.004565,-0.398175727
0.00457,-0.426996952
0.004575,-0.455187324
0.00458,-0.482820814
0.004585,-0.510120378
0.00459,-0.536691973
0.004595,-0.56306521
0.0046,-0.58888012
0.004605,-0.613754925
0.00461,-0.638204627
0.004615,-0.661988019
0.00462,-0.685331207
0.004625,-0.707734423
0.00463,-0.729468448
0.004635,-0.750730068
0.00464,-0.770808543
0.004645,-0.79037095
0.00465,-0.809224576
0.004655,-0.827261307
0.00466,-0.84458565
0.004665,-0.860626086
0.00467,-0.876075772
0.004675,-0.89086473
0.00468,-0.904510391
0.004685,-0.917319438
0.00469,-0.929255027
0.004695,-0.940459878
0.0047,-0.950339809
0.004705,-0.959606443
0.00471,-0.967843847
0.004715,-0.97512788
0.00472,-0.981634239
0.004725,-0.986930194
0.00473,-0.991286442
0.004735,-0.994691666
0.00474,-0.996936126
0.004745,-0.998431822
0.00475,-0.999251333
0.004755,-0.998557811
0.00476,-0.997063074
0.004765,-0.994609352
0.00477,-0.991400216
0.004775,-0.986949039
0.00478,-0.981535128
0.004785,-0.9752488
0.00479,-0.96794338
0.004795,-0.959851894
0.0048,-0.950390422
0.004805,-0.940245362
0.00481,-0.929380901
0.004815,-0.917288611
0.00482,-0.904498169
0.004825,-0.890737095
0.00483,-0.875901209
0.004835,-0.860554284
0.00484,-0.844358667
0.004845,-0.827060194
0.00485,-0.809105601
0.004855,-0.790574534
0.00486,-0.771020309
0.004865,-0.750462713
0.00487,-0.729529575
0.004875,-0.707758454
0.00488,-0.685244693
0.004885,-0.662044404
0.00489,-0.63826909
0.004895,-0.61381399
0.0049,-0.588801933
0.004905,-0.563028991
0.00491,-0.536911927
0.004915,-0.509983782
0.00492,-0.482713288
0.004925,-0.454901649
0.00493,-0.426965373
0.004935,-0.398175627
0.00494,-0.369247769
0.004945,-0.339674533
0.00495,-0.309957147
0.004955,-0.279865836
0.00496,-0.249538348
0.004965,-0.218818482
0.00497,-0.188012355
0.004975,-0.156934961
0.00498,-0.125642813
0.004985,-0.094378193
0.00499,-0.063077472
0.004995,-0.031497865
0.005,6.04E-06
0.005005,0.031511873
0.00501,0.06312908
0.005015,0.094341226
0.00502,0.12549698
0.005025,0.15701581
0.00503,0.187876342
0.005035,0.21879006
0.00504,0.24941683
0.005045,0.279896752
0.00505,0.310042447
0.005055,0.339886237
0.00506,0.369192387
0.005065,0.398259013
0.00507,0.426724895
0.005075,0.455109856
0.00508,0.483043084
0.005085,0.510080506
0.00509,0.536835055
0.005095,0.562995833
0.0051,0.588814259
0.005105,0.6136011
0.00511,0.638320641
0.005115,0.662126546
0.00512,0.685279325
0.005125,0.707801794
0.00513,0.729621579
0.005135,0.750645427
0.00514,0.770802982
0.005145,0.79039414
0.00515,0.809177687
0.005155,0.827134826
0.00516,0.844433379
0.005165,0.86078861
0.00517,0.876129008
0.005175,0.890915225
0.00518,0.904392562
0.005185,0.91740016
0.00519,0.9291959
0.005195,0.940310172
0.0052,0.95048295
0.005205,0.959508239
0.00521,0.967984706
0.005215,0.975105019
0.00522,0.981340576
0.005225,0.986785043
0.00523,0.991410681
0.005235,0.994824536
0.00524,0.997152607
0.005245,0.998633788
0.00525,0.99914734
0.005255,0.998581764
0.00526,0.996897984
0.005265,0.994761746
0.00527,0.991024322
0.005275,0.986969069
0.00528,0.981486796
0.005285,0.97537242
0.00529,0.967968686
0.005295,0.959651775
0.0053,0.950442305
0.005305,0.94025703
0.00531,0.929319954
0.005315,0.917216096
0.00532,0.904535085
0.005325,0.890739117
0.00533,0.876192336
0.005335,0.8607157
0.00534,0.844132625
0.005345,0.827107628
0.00535,0.809313382
0.005355,0.790543317
0.00536,0.77111299
0.005365,0.75045068
0.00537,0.729500017
0.005375,0.707981661
0.00538,0.685309696
0.005385,0.662155691
0.00539,0.638254177
0.005395,0.613782417
0.0054,0.588774622
0.005405,0.563112446
0.00541,0.536864579
0.005415,0.510047191
0.00542,0.482835892
0.005425,0.455070238
0.00543,0.426917033
0.005435,0.398198296
0.00544,0.369132632
0.005445,0.339646874
0.00545,0.310092871
0.005455,0.279752761
0.00546,0.249503592
0.005465,0.218819249
0.00547,0.188128586
0.005475,0.157030762
0.00548,0.125674687
0.005485,0.094295831
0.00549,0.062900232
0.005495,0.031438975
0.0055,4.17E-05
0.005505,-0.031527774
0.00551,-0.063126229
0.005515,-0.094505945
0.00552,-0.125662742
0.005525,-0.157024911
0.00553,-0.188002395
0.005535,-0.218973104
0.00554,-0.249351199
0.005545,-0.279838426
0.00555,-0.309772633
0.005555,-0.339763613
0.00556,-0.368900793
0.005565,-0.398170463
0.00557,-0.42675646
0.005575,-0.455132078
0.00558,-0.482657122
0.005585,-0.510009466
0.00559,-0.536869727
0.005595,-0.563054826
0.0056,-0.588733012
0.005605,-0.613822485
0.00561,-0.638117868
0.005615,-0.66230768
0.00562,-0.68533778
0.005625,-0.707894147
0.00563,-0.729398697
0.005635,-0.750582212
0.00564,-0.770988857
0.005645,-0.790666386
0.00565,-0.809164595
0.005655,-0.827264189
0.00566,-0.844311913
0.005665,-0.860592001
0.00567,-0.876068318
0.005675,-0.890864286
0.00568,-0.904278527
0.005685,-0.917389032
0.00569,-0.929030725
0.005695,-0.94019548
0.0057,-0.950520792
0.005705,-0.959567901
0.00571,-0.967936571
0.005715,-0.975129549
0.00572,-0.981577795
0.005725,-0.986739031
0.00573,-0.991178646
0.005735,-0.994735237
0.00574,-0.997221856
0.005745,-0.998526498
0.00575,-0.998895027
0.005755,-0.99865193
0.00576,-0.997292159
0.005765,-0.994599213
0.00577,-0.991199608
0.005775,-0.986888114
0.00578,-0.981408444
0.005785,-0.975218148
0.00579,-0.967783712
0.005795,-0.959688109
0.0058,-0.950486659
0.005805,-0.940385136
0.00581,-0.929342901
0.005815,-0.917374337
0.00582,-0.904505777
0.005825,-0.890750991
0.00583,-0.876213557
0.005835,-0.860567489
0.00584,-0.844284052
0.005845,-0.827314504
0.00585,-0.80928831
0.005855,-0.790462419
0.00586,-0.770840611
0.005865,-0.750558208
0.00587,-0.729422512
0.005875,-0.707738636
0.00588,-0.685357842
0.005885,-0.662099213
0.00589,-0.638377373
0.005895,-0.613904743
0.0059,-0.588807661
0.005905,-0.563022867
0.00591,-0.536748671
0.005915,-0.509984474
0.00592,-0.482859691
0.005925,-0.45510982
0.00593,-0.426842689
0.005935,-0.398217439
0.00594,-0.369230444
0.005945,-0.339711118
0.00595,-0.310115014
0.005955,-0.279914592
0.00596,-0.249548124
0.005965,-0.218835883
0.00597,-0.188073312
0.005975,-0.156885396
0.00598,-0.125645123
0.005985,-0.094341088
0.00599,-0.063200489
0.005995,-0.031443028
0.006,-5.84E-05
0.006005,0.031475011
0.00601,0.063050097
0.006015,0.094387228
0.00602,0.125728632
0.006025,0.156982556
0.00603,0.187985435
0.006035,0.218892177
0.00604,0.249555737
0.006045,0.279732695
0.00605,0.310008406
0.006055,0.339771583
0.00606,0.369109407
